locum_gp	3403219931	Hoogersmilde-Centrum, Midden-Drenthe
bennileemhuis	92781973	Groningen
BLGroningen	156988832	Groningen
JillisvdZwaag	96418664	Groningen
Lucindameijer	487569424	Leeuwarden, Friesland
martinspecken	32351756	Groningen
FCGFans71	3204963478	Groningen
Its_RhymeTime	843132063637295109	Groningen, Nederland
BM_Visser	835118381992972288	Groningen, Nederland
volkswagen1950	2203243395	Leek, Groningen
chrislittens	265268709	Easterlittens, Friesland
MarJoYa77	62006361	Veendam, Groningen
FCGFans71	3204963478	Groningen
Espen_vdH	2900417861	Groningen, Nederland
wwactueel	63100498	Westerwolde, Groningen
MasZ75	807829853982650368	Drenthe, Nederland
dsplit87	302243899	Friesland, Nederland
MeisjeMeisje	28660609	Groningen, The Netherlands
martinschans	469556275	Haren, Groningen
MeisjeMeisje	28660609	Groningen, The Netherlands
PietJanNauta	186006245	Sneek, Friesland, Netherlands
chrislittens	265268709	Easterlittens, Friesland
Espen_vdH	2900417861	Groningen, Nederland
1001boeren	201635545	Hooghalen, Midden-Drenthe
dsplit87	302243899	Friesland, Nederland
PERSBODYSHAPE	235668201	Groningen
BoswachterAnnet	915487963	Kolham, Groningen
antiqdigitalis	2789628483	Groningen en Amsterdam
dvhn_nl	18549902	Groningen
F1Grietje	3173228765	Friesland, Nederland
JustinXD09	1937404584	Hoogezand-Sappemeer, Groningen
NienkeHoman	136381784	Groningen
MarJoYa77	62006361	Veendam, Groningen
MBASport	31686030	Groningen / Papendal/Amsterdam
MBASport	31686030	Groningen / Papendal/Amsterdam
RijkBinnekamp	199757038	Havelte, Drenthe
716af5c4beb84f2	3067894954	Groningen
JOGOFotografie	2301356736	Hemrik ( Friesland/NL )
PgoZodos	808977241619185665	Groningen, Nederland
F1Grietje	3173228765	Friesland, Nederland
Bronneke	101541823	Groningen, Nederland
Groningen_NewZ	489377890	Groningen
MBASport	31686030	Groningen / Papendal/Amsterdam
parlementor	775269751668998144	Groningen, Nederland
wilfreddejonge	14878892	Groningen
frank_brander	732894074	Groningen, Nederland
daubstein	55900331	Groningen
MBASport	31686030	Groningen / Papendal/Amsterdam
Eileenblackmore	40069272	Groningen
BoswachterAnnet	915487963	Kolham, Groningen
dsplit87	302243899	Friesland, Nederland
Liesbeth050	199242649	Groningen
LutGielen1	403685010	Garmerwolde / Groningen
Yorienvdh	126721324	Groningen, Nederland
lentemamaatje	74470226	Noord Groningen
vinopertutti	1530762636	Groningen
Eileenblackmore	40069272	Groningen
basvansluis	97646123	Assen Groningen Leeuwarden
Ronald_fcg	1058058097	Groningen
JannyReitsma	114832424	Groningen
LutGielen1	403685010	Garmerwolde / Groningen
Fdbdarts	553408479	Friesland
dsplit87	302243899	Friesland, Nederland
marjanbrouwers	27317839	Groningen
Ronald_fcg	1058058097	Groningen
Ronald_fcg	1058058097	Groningen
rtvnoord	14907733	Groningen, The Netherlands
AboveColin	1495025906	Ten Boer, Groningen
F1Grietje	3173228765	Friesland, Nederland
AIASportkampen	2152602290	Groningen
GrunCompleet	2975390097	Groningen
frank_brander	732894074	Groningen, Nederland
Lis1988	282599857	Drenthe, Nederland
karinwinters	10708962	Alteveer Drenthe
Espen_vdH	2900417861	Groningen, Nederland
JohannesDreijer	2269391174	Freistaat Groningen
Klaassiegrunn	50771270	Groningen, the Netherlands
Ronald_fcg	1058058097	Groningen
GroningerKerken	25052089	Groningen, the Netherlands
PietJanNauta	186006245	Sneek, Friesland, Netherlands
basvansluis	97646123	Assen Groningen Leeuwarden
MasZ75	807829853982650368	Drenthe, Nederland
bennileemhuis	92781973	Groningen
Ninetta10	435107945	Bedum, Groningen
harmenvdhoek	384196561	Groningen
onderwijslef	3393999537	Groningen en Friesland
bennileemhuis	92781973	Groningen
ValentinooNL	3564823696	Groningen
duckuimlisa	254905969	Friesland, Nederland
PietJanNauta	186006245	Sneek, Friesland, Netherlands
anderzmakelaar	781542693038153728	Groningen, Nederland
fcgroningennieu	624764122	Groningen
fcgroningennieu	624764122	Groningen
bennileemhuis	92781973	Groningen
Espen_vdH	2900417861	Groningen, Nederland
pieterbregman	26747662	Groningen
TBloemink	175994539	Groningen
EHMinnema	204357337	Groningen
Jer0enb	41919523	Beijum-West, Groningen
MarJoYa77	62006361	Veendam, Groningen
dsplit87	302243899	Friesland, Nederland
zonniggrou	746207426953633822	Grou Friesland
PietJanNauta	186006245	Sneek, Friesland, Netherlands
GiovanniTjalkes	463683260	Groningen, Netherlands
F1Grietje	3173228765	Friesland, Nederland
Feenyks_com	2200979228	Groningen
Keepers050	2519261656	Groningen
MatserMatser	423346093	Groningen
TBloemink	175994539	Groningen
JohannesDreijer	2269391174	Freistaat Groningen
groningen	63435043	Groningen, Nederland
wilfreddejonge	14878892	Groningen
margotvansloten	86572332	Groningen, Groningen
Ronald_fcg	1058058097	Groningen
rtvnoord	14907733	Groningen, The Netherlands
RTVNoordSport	61144287	Groningen, The Netherlands
Syplonbv	2242168262	Groningen
merijngoris	22931534	Groningen
parlementor	775269751668998144	Groningen, Nederland
GAlphen	321981315	Groningen & Amsterdam
Espen_vdH	2900417861	Groningen, Nederland
susannepannetje	16777951	Groningen, Nederland
parlementor	775269751668998144	Groningen, Nederland
Ronald_fcg	1058058097	Groningen
yamuis	47141474	Groningen, Netherlands
dsplit87	302243899	Friesland, Nederland
nijmko	373259567	Stadskanaal, Groningen
AlternativeDfT	726249218	Groningen, the Netherlands
yamuis	47141474	Groningen, Netherlands
LeoSimmeren	15943259	Groningen
javandijken	4691558220	Groningen, Nederland
JohannesDreijer	2269391174	Freistaat Groningen
Spinal83	217457728	Groningen, The Netherlands
JohannesDreijer	2269391174	Freistaat Groningen
MutsFashion	4714297887	Groningen, Nederland
xJustEagle	801824674430783488	Drenthe
jjampie	215269602	Drenthe, Broger
ASchreuder6	777535516384395265	Friesland, Nederland
AH_Grunn	303177104	Groningen
dsplit87	302243899	Friesland, Nederland
ZuidWestDrenthe	1899660247	Ruinerwold, Drenthe
pipi68	116219529	Groningen
annekekobus	455097505	Friesland, Nederland
PietJanNauta	186006245	Sneek, Friesland, Netherlands
dsplit87	302243899	Friesland, Nederland
RCorneliusvP	186211385	Groningen
wiepau	82400234	Groningen, Nederland
wiepau	82400234	Groningen, Nederland
JohannesDreijer	2269391174	Freistaat Groningen
martinpostmus	64225222	Nederland Groningen
bennileemhuis	92781973	Groningen
GerrieAlma	209081057	Drachten, Friesland e.o.
nicoswa	360615741	Groningen | Gasselte
HayaGamingNL	892409098494509057	Groningen, Nederland
Lis1988	282599857	Drenthe, Nederland
vanoostmedia	346111536	Drenthe
CANDOITONMYOWN_	292197809	Groningen
nicoswa	360615741	Groningen | Gasselte
dsplit87	302243899	Friesland, Nederland
DrentheSport	175006489	Drenthe
GRRDVDLN	331531865	Drenthe
Bregje050	1541051312	Groningen
BLGroningen	156988832	Groningen
rtvnoord	14907733	Groningen, The Netherlands
RTVNoordSport	61144287	Groningen, The Netherlands
JohannesDreijer	2269391174	Freistaat Groningen
patrick23dingen	94411215	Friesland/Groningen
rtvnoord	14907733	Groningen, The Netherlands
Neeke1992	105215930	Groningen
mjoost	111588750	Groningen, the Netherlands
Bregje050	1541051312	Groningen
Op_Scherp	4755363501	Groningen, Nederland
JohannesDreijer	2269391174	Freistaat Groningen
JordiZandhuis	205361144	Er gaat niks boven Groningen
StSamenvElkaar	783354013559451648	Groningen, Nederland
RockingGoodFolk	2592860088	Noord-West Groningen
GeukenJan	47967310	Groningen
Leedsizzer	151141087	Groningen
Zjoert	25576179	Friesland
harrietpaard	216735637	Kop van Drenthe, Nederland
dsplit87	302243899	Friesland, Nederland
PowerField_NL	2967527986	Dokkum | Wormer | Groningen
KoorRoxie	610055067	Groningen
Ellenklinkt	125339501	Friesland, Netherlands
wdekonink	624059109	Groningen, Nederland
speleninstad	2893141432	Groningen
HylkevdWal	242878617	Dokkum | Wormer (Zaandam) | Groningen
beesjebinda	25547944	Groningen
Zjoert	25576179	Friesland
MatserMatser	423346093	Groningen
randymartens	123885452	Den Haag, Groningen
Erikdevries67	820402923297501189	Groningen, Nederland
Lysannebruinsma	45794591	Groningen
dsplit87	302243899	Friesland, Nederland
BasBvp	2157494835	Drenthe
Robbedoes1999	153539285	Helpman, Groningen, NL
spannent	182835792	Groningen
MuziekvanMeus	2811688457	Groningen, Nederland
iloverutmas	810880473203441665	Friesland, Nederland
dsplit87	302243899	Friesland, Nederland
timmerdorp050	2644386371	Groningen | Nederland
parlementor	775269751668998144	Groningen, Nederland
Lis1988	282599857	Drenthe, Nederland
WinniesStijl	852868943069028352	Friesland, Nederland
PvdALeeuwarden	112996074	Leeuwarden, Friesland
deNleefstijl	855425770554109957	Groningen, Nederland
Robbedoes1999	153539285	Helpman, Groningen, NL
WinniesStijl	852868943069028352	Friesland, Nederland
WinniesStijl	852868943069028352	Friesland, Nederland
deNleefstijl	855425770554109957	Groningen, Nederland
mariannehensen1	795908701	Groningen, Nederland
HieHefGeliek	2539333634	Groningen, Nederland
AnnetRikkink	741611103512363008	Groningen, Nederland
GwendyRichard	219076171	Groningen, Nederland
harrietpaard	216735637	Kop van Drenthe, Nederland
HieHefGeliek	2539333634	Groningen, Nederland
dsplit87	302243899	Friesland, Nederland
sportinstad	2821218477	Groningen, Nederland
Martinikerk	43127927	Martinikerkhof 3, Groningen
MuziekvanMeus	2811688457	Groningen, Nederland
michellusthof	16160793	Groningen, Netherlands
EvertKoster	705553028	Groningen, Nederland
JohannesDreijer	2269391174	Freistaat Groningen
Scarbir	12458682	Groningen, Netherlands
IngesDepartment	466605218	Groningen
parlementor	775269751668998144	Groningen, Nederland
IngesDepartment	466605218	Groningen
Bronneke	101541823	Groningen, Nederland
michellusthof	16160793	Groningen, Netherlands
F1Grietje	3173228765	Friesland, Nederland
Scarbir	12458682	Groningen, Netherlands
IngesDepartment	466605218	Groningen
Scarbir	12458682	Groningen, Netherlands
ASchreuder6	777535516384395265	Friesland, Nederland
MastertoolsNL	415503405	Groningen, Nederland
Scarbir	12458682	Groningen, Netherlands
deollegrieze	717985082	Groningen, The Netherlands
deollegrieze	717985082	Groningen, The Netherlands
ASchreuder6	777535516384395265	Friesland, Nederland
aukew	24509151	Groningen, The Netherlands
dsplit87	302243899	Friesland, Nederland
MuziekvanMeus	2811688457	Groningen, Nederland
kaadeevee	95926754	Groningen, Nederland
112Borger	64243057	Borger, Drenthe
DierenambuGroni	468305759	Groningen
HieHefGeliek	2539333634	Groningen, Nederland
F1Grietje	3173228765	Friesland, Nederland
ASchreuder6	777535516384395265	Friesland, Nederland
jndkgrf	210792476	Eesterga, Friesland
AboveColin	1495025906	Ten Boer, Groningen
Scarbir	12458682	Groningen, Netherlands
MuziekvanMeus	2811688457	Groningen, Nederland
dvhn_nl	18549902	Groningen
geenbananen	331062866	Groningen
DrentheSport	175006489	Drenthe
IngesDepartment	466605218	Groningen
michellewijma	160841618	Groningen
lacour_c	2427728768	Groningen, Netherlands
parlementor	775269751668998144	Groningen, Nederland
Espen_vdH	2900417861	Groningen, Nederland
JohannesDreijer	2269391174	Freistaat Groningen
cisvanaken	137013773	Groningen, Nederland
irenebal	156225735	Friesland
MuziekvanMeus	2811688457	Groningen, Nederland
MOOIOOK	56440351	Groningen
cisvanaken	137013773	Groningen, Nederland
YouAreMyAlves	752838815899906048	Friesland, Nederland
RonaldPlokker	226301749	Friesland
Zardoshh	735361051722690560	Groningen, Nederland
demacagro	844427812907966466	Groningen, Nederland
GijsNillessen	55901849	Groningen, Nederland
Liesbeth050	199242649	Groningen
marcelhulshof8	3290441105	Groningen, Nederland
fcjeugd	22129959	Groningen
MuziekvanMeus	2811688457	Groningen, Nederland
fcgroningen	14921134	Groningen
tbmmedia	245780974	Groningen the Netherlands
Scarbir	12458682	Groningen, Netherlands
ASchreuder6	777535516384395265	Friesland, Nederland
JohannesDreijer	2269391174	Freistaat Groningen
SAtotheBINE	3428499886	Groningen, Nederland
Daphne_dB	39954286	Groningen
zorgboerderij	195923384	Friesland
Espen_vdH	2900417861	Groningen, Nederland
GroningerKerken	25052089	Groningen, the Netherlands
irenebal	156225735	Friesland
MastertoolsNL	415503405	Groningen, Nederland
dsplit87	302243899	Friesland, Nederland
Olivierdegreef	246235715	Groningen, Nederland
JohannesDreijer	2269391174	Freistaat Groningen
shossontwits	273951517	Groningen, Nederland
Scarbir	12458682	Groningen, Netherlands
MuziekvanMeus	2811688457	Groningen, Nederland
onswf_nieuws	1264315351	West-Friesland
JordiZandhuis	205361144	Er gaat niks boven Groningen
GRNieuwsnl	806548916	Groningen.
dsplit87	302243899	Friesland, Nederland
sytzeypma	111149004	Friesland
sportinstad	2821218477	Groningen, Nederland
modelmarcella	506027727	Groningen, Nederland
Hefpunt	219067863	Groningen, Rozenburglaan
MirjamWeening	512383985	Groningen
Olivierdegreef	246235715	Groningen, Nederland
JeroenScholma	81896340	Groningen
MuziekvanMeus	2811688457	Groningen, Nederland
deollegrieze	717985082	Groningen, The Netherlands
MarijkevandeHel	1364037122	Groningen, Nederland
michelmirjam	15609160	Groningen
hotzki	58256231	Groningen
mar1968mercedes	598658139	gemeente Marum Groningen
Scarbir	12458682	Groningen, Netherlands
JanHadderingh	544992391	Drenthe
Snotroggeltjee	3207838731	Friesland, Nederland
andrina_tweet	224397216	Groningen
parlementor	775269751668998144	Groningen, Nederland
F1Grietje	3173228765	Friesland, Nederland
sytzeypma	111149004	Friesland
frfans93	3377210105	Smallingerland, Friesland
29harrystad	2613332210	Grunnen/Groningen
JohannesDreijer	2269391174	Freistaat Groningen
29harrystad	2613332210	Grunnen/Groningen
Spliii	49942394	Groningen, Nederland
FCGOnline	86337617	Groningen
HTSMHonours	3027107843	Groningen, Nederland
roelbreet	21559062	Zeist, Utrecht, Groningen
gertientje	63499875	Midden-Drenthe, Drenthe, Neder
ASchreuder6	777535516384395265	Friesland, Nederland
JohannesDreijer	2269391174	Freistaat Groningen
MarijkevandeHel	1364037122	Groningen, Nederland
Olivierdegreef	246235715	Groningen, Nederland
Espen_vdH	2900417861	Groningen, Nederland
GrunnMoveS	770943782388916224	Groningen, Nederland
komieke1980	539820385	Groningen
HayaGamingNL	892409098494509057	Groningen, Nederland
parlementor	775269751668998144	Groningen, Nederland
BM_Visser	835118381992972288	Groningen, Nederland
mar1968mercedes	598658139	gemeente Marum Groningen
kaadeevee	95926754	Groningen, Nederland
MWetterauw	337090222	Drenthe
paull_nl	62566697	Groningen, the Netherlands
dsplit87	302243899	Friesland, Nederland
Johannaroede	26459394	Groningen, The Netherlands
komieke1980	539820385	Groningen
RTVDrenthe	21074905	Assen, Drenthe, Nederland
Espen_vdH	2900417861	Groningen, Nederland
Oddaxxx	3897120735	Groningen, Nederland
martinsijbolts	2910828705	Groningen
PietJanNauta	186006245	Sneek, Friesland, Netherlands
AntjeDiertens	2336424080	Groningen
natuurgrafnee	837261630006251521	Ruigahuizen, Friesland
F1Grietje	3173228765	Friesland, Nederland
michellusthof	16160793	Groningen, Netherlands
MDHeeremans	39739289	Friesland
xxchantalxxxx	379299192	Groningen, Nederland
BasBvp	2157494835	Drenthe
Galerie_Muskee	852599185	Groningen
kaadeevee	95926754	Groningen, Nederland
duckuimlisa	254905969	Friesland, Nederland
MDHeeremans	39739289	Friesland
Knettervleugel	1056446036	Midden-Drenthe, Nederland
Olivierdegreef	246235715	Groningen, Nederland
ASchreuder6	777535516384395265	Friesland, Nederland
Mart_Monster	3392334538	Groningen, Nederland
RaynaudRitsma	37634057	Friesland/Groningen
Zjoert	25576179	Friesland
Its_RhymeTime	843132063637295109	Groningen, Nederland
YouAreMyAlves	752838815899906048	Friesland, Nederland
saskiaduursma	2997784503	Groningen
hotzehofstra	283903771	Groningen
JohannesDreijer	2269391174	Freistaat Groningen
mar1968mercedes	598658139	gemeente Marum Groningen
MHVeentjer	196742539	Groningen
maaikewind	116774725	Groningen
parlementor	775269751668998144	Groningen, Nederland
renbri7	853172867978211329	Groningen
ASchreuder6	777535516384395265	Friesland, Nederland
PietJanNauta	186006245	Sneek, Friesland, Netherlands
RonaldPlokker	226301749	Friesland
StephanPijl202	96241547	Groningen, Nederland
BasBvp	2157494835	Drenthe
michellusthof	16160793	Groningen, Netherlands
saravangeloven	93618817	Groningen, the Netherlands
BertHidding	172302121	Groningen
maaikewind	116774725	Groningen
kaadeevee	95926754	Groningen, Nederland
saskiaduursma	2997784503	Groningen
cluesays	4177855301	Groningen, The Netherlands
Olivierdegreef	246235715	Groningen, Nederland
rtvnoord	14907733	Groningen, The Netherlands
MarcellaTweet	75230064	Groningen
KeukenmeidTW	736793999361617921	Friesland, Nederland
mar1968mercedes	598658139	gemeente Marum Groningen
KeukenmeidTW	736793999361617921	Friesland, Nederland
BasEimers	470921869	Coendersborg, Groningen
maaikewind	116774725	Groningen
ButcherJF	48008289	Groningen-stad op steenworp
RFMarinus	109015580	Drenthe
parlementor	775269751668998144	Groningen, Nederland
daanbultje	23763998	Groningen
svdonar	134581623	Groningen
Oddaxxx	3897120735	Groningen, Nederland
Donar_Official	381541214	Groningen
Lieke_EGS_	751113855871356928	Midden-Drenthe, Nederland
ColinKruishaar	110426024	Groningen
ASchreuder6	777535516384395265	Friesland, Nederland
F1Grietje	3173228765	Friesland, Nederland
dsplit87	302243899	Friesland, Nederland
evateuling	130410209	Groningen
florizon_nl	1563873926	Groningen
debeursman	273351015	Groningen Area
Obafemi_M	159824372	Groningen
mar1968mercedes	598658139	gemeente Marum Groningen
MHVeentjer	196742539	Groningen
renbri7	853172867978211329	Groningen
IngesDepartment	466605218	Groningen
martinmontage	820022707	Groningen ( earder út Harkema)
Keeeliiee	713439567341297664	Groningen, Nederland
Eric4varken	116716473	Zuid Oost Friesland
antonwvisser	283169602	Groningen
parlementor	775269751668998144	Groningen, Nederland
RFMarinus	109015580	Drenthe
IngesDepartment	466605218	Groningen
cluesays	4177855301	Groningen, The Netherlands
ASchreuder6	777535516384395265	Friesland, Nederland
GroningenRSS	358287669	Groningen
GroningenRSS	358287669	Groningen
112WF	64376913	Regio West-Friesland
evateuling	130410209	Groningen
MeisjeMeisje	28660609	Groningen, The Netherlands
VUFryslan	461016993	Friesland
Zjoert	25576179	Friesland
TrippleNancy	518330022	Groningen
